model,seed,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,params,runtime_seconds
hybrid_temporal,42,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.958994708994709,0.8795070871157828,165745,2.8778998851776123
hybrid_temporal,43,0.9466666666666667,0.8670634920634921,0.9,0.75,0.8181818181818182,0.9841269841269842,0.9386047979797981,165745,2.332265615463257
hybrid_temporal,44,0.9333333333333333,0.8591269841269842,0.8181818181818182,0.75,0.7826086956521738,0.9642857142857143,0.8757786195286196,165745,2.292750358581543
hybrid_temporal,45,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.9497354497354498,0.848813954077112,165745,2.4424331188201904
hybrid_temporal,46,0.9066666666666666,0.7083333333333334,1.0,0.4166666666666667,0.5882352941176471,0.9682539682539684,0.9004497354497355,165745,2.6301934719085693
hybrid_temporal,47,0.92,0.8174603174603174,0.8,0.6666666666666666,0.7272727272727272,0.9193121693121692,0.8118290462767208,165745,2.7923741340637207
hybrid_temporal,48,0.9066666666666666,0.8432539682539683,0.6923076923076923,0.75,0.7199999999999999,0.9682539682539683,0.892478354978355,165745,2.678539752960205
hybrid_temporal,49,0.9466666666666667,0.8670634920634921,0.9,0.75,0.8181818181818182,0.966931216931217,0.894675925925926,165745,2.6552391052246094
hybrid_temporal,50,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.9616402116402116,0.873107890499195,165745,2.414637565612793
hybrid_temporal,51,0.9466666666666667,0.8670634920634921,0.9,0.75,0.8181818181818182,0.9576719576719577,0.8661574074074075,165745,2.407099962234497
hybrid_temporal,52,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.9563492063492063,0.8805459355459356,165745,2.3394570350646973
hybrid_temporal,53,0.9333333333333333,0.7916666666666667,1.0,0.5833333333333334,0.7368421052631579,0.9550264550264551,0.8503970305057262,165745,2.4131433963775635
